yearID,playerID,salary,G_fielding,GS_fielding,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR,W,L,G_pitching,GS_pitching,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP_right,HBP,BK,BFP,GF,R,SH,SF,GIDP,G_batting2,G_batting_total,AB,R_right,H_right,2B,3B,HR_right,RBI,SB_right,CS_right,BB_right,SO_right,IBB_right,HBP_right,SH_right,SF_right,GIDP_right,G_old,Training_Validation
2014,collmjo01,925000,33,28,538,13,23,0,1,0,0,0,0,0,11,9,33,28,1,1,1,538,163,69,18,39,115,0.246,3.46,2,2,4,0,719,2,75,8,5,15,33,0,54,2,6,2,0,0,2,0,0,3,15,0,0,1,0,1,0,Training
2015,collmjo01,1400000,44,12,363,17,14,0,0,0,0,0,0,0,4,6,44,12,1,1,1,363,129,51,18,24,63,0.277,3.79,2,1,1,0,499,19,53,2,6,8,44,0,27,2,5,0,0,0,1,0,0,3,9,0,0,2,0,1,0,Training
2015,colomal01,510800,43,13,329,5,12,0,0,0,0,0,0,0,8,5,43,13,0,0,0,329,112,48,9,31,88,0.271,3.94,4,8,4,0,457,5,50,2,7,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,colomal01,521700,57,0,170,3,5,0,0,0,0,0,0,0,2,4,57,0,0,0,37,170,43,12,6,15,71,0.206,1.91,1,1,2,0,226,48,12,0,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2006,colomje01,815000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.0,27.0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,colomje01,815000,61,0,198,5,6,0,0,0,0,0,0,0,5,1,61,0,0,0,1,198,64,28,6,27,43,0.258,3.82,3,4,1,0,286,16,30,4,6,5,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2008,colomje01,1250000,61,0,213,1,10,0,0,0,0,0,0,0,2,2,61,0,0,0,0,213,61,34,6,39,55,0.235,4.31,4,7,4,0,312,25,38,7,2,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,colonba01,14000000,10,10,169,4,7,1,0,0,0,0,0,0,1,5,10,10,1,1,0,169,71,32,11,11,31,0.306,5.11,0,1,3,0,251,0,39,4,1,3,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Training
2007,colonba01,16000000,19,18,298,3,8,1,1,0,0,0,0,0,6,8,19,18,0,0,0,298,132,70,15,29,76,0.32,6.34,1,1,5,0,453,0,74,4,3,10,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Training
2009,colonba01,1000000,12,12,187,1,12,1,0,0,0,0,0,0,3,6,12,12,0,0,0,187,69,29,13,21,38,0.28,4.19,3,1,2,0,276,0,42,4,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,colonba01,900000,29,26,493,10,18,1,1,0,0,0,0,0,8,10,29,26,1,1,0,493,172,73,21,40,135,0.267,4.0,3,0,3,0,694,0,85,2,6,12,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Training
2012,colonba01,2000000,24,24,457,6,18,4,2,0,0,0,0,0,10,9,24,24,0,0,0,457,161,58,17,23,91,0.266,3.43,3,0,1,0,636,0,62,3,4,14,24,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Training
2013,colonba01,3000000,30,30,571,6,22,1,1,0,0,0,0,0,18,6,30,30,3,3,0,571,193,56,14,29,117,0.264,2.65,0,1,0,0,769,0,60,3,6,21,30,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Training
2014,colonba01,9000000,31,31,607,11,27,5,2,0,0,0,0,0,15,13,31,31,0,0,0,607,218,92,22,30,151,0.273,4.09,3,2,5,0,846,0,97,8,4,14,31,0,62,3,2,1,0,0,0,0,0,0,33,0,0,7,0,0,0,Training
2015,colonba01,11000000,33,31,584,9,32,3,6,0,0,0,0,0,14,13,33,31,1,1,0,584,217,90,25,24,136,0.281,4.16,5,0,4,0,815,1,94,9,7,16,33,0,58,2,8,1,0,0,4,0,0,0,24,0,1,4,1,2,0,Training
2016,colonba01,7250000,34,33,575,12,40,3,5,0,0,0,0,0,15,8,34,33,0,0,0,575,200,73,24,32,128,0.268,3.43,2,0,3,0,791,0,81,7,4,19,34,0,60,4,5,2,0,1,2,0,0,1,40,0,0,4,0,3,0,Validation
2015,colonch01,509525,43,28,844,49,85,5,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,107,8,31,5,0,0,6,3,2,11,17,0,0,1,0,2,0,Training
2016,colonch01,518425,51,39,1046,54,117,1,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,147,13,34,6,0,1,13,0,1,11,31,0,2,1,0,4,0,Validation
2007,colonro01,385000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2010,colonro01,665000,5,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,5,4,0,2,1,0.455,18.0,0,0,1,0,14,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,colvity01,401000,111,81,2335,174,4,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,135,0,358,60,91,18,5,20,56,6,1,30,100,2,3,1,2,6,0,Training
2011,colvity01,440000,62,49,1342,126,4,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,206,17,31,8,3,6,20,0,0,14,58,3,0,1,1,2,0,Training
2012,colvity01,481000,125,99,2673,346,15,5,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,420,62,122,27,10,18,72,7,3,21,117,0,2,2,1,6,0,Training
2013,colvity01,2275000,24,18,498,47,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,75,8,12,0,0,3,10,0,0,3,27,1,0,0,0,2,0,Training
2014,colvity01,1000000,44,31,930,52,2,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,139,16,31,10,3,2,18,1,0,8,45,0,1,0,1,3,0,Training
2007,condrcl01,385000,39,0,150,7,7,0,1,0,0,0,0,0,5,0,39,0,0,0,2,150,61,28,4,16,27,0.3,5.04,3,1,5,0,228,14,30,1,3,5,39,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Training
2008,condrcl01,420000,56,0,207,7,9,0,1,0,0,0,0,0,3,4,56,0,0,0,1,207,85,25,6,19,34,0.302,3.26,8,1,2,0,303,30,26,1,0,10,56,0,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,Training
2009,condrcl01,650000,45,0,126,5,3,0,1,0,0,0,0,0,6,2,45,0,0,0,1,126,37,14,4,14,25,0.233,3.0,3,0,1,0,174,11,17,0,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,condrcl01,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2016,confomi01,517246,87,76,1929,134,4,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,304,38,67,21,1,12,42,2,1,36,89,2,5,0,3,6,0,Validation
2011,congeha01,414000,56,48,1350,322,27,6,5,1,0,53,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,177,14,37,8,0,6,19,0,0,17,37,2,1,2,0,2,0,Training
2013,congeha01,495000,71,60,1605,480,30,7,5,1,0,47,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,233,23,58,13,1,7,21,0,1,17,61,2,4,0,1,6,0,Training
2014,congeha01,517500,79,70,1912,599,37,7,1,1,0,57,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,231,24,51,12,0,4,25,0,2,22,57,0,2,4,1,6,0,Training
2015,congeha01,1075000,70,56,1550,472,22,4,5,1,0,42,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,201,25,46,11,0,11,33,0,1,23,63,0,2,1,2,6,0,Training
2016,congeha01,1500000,47,38,975,300,16,3,1,2,0,35,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,124,6,24,5,0,3,10,0,0,12,40,0,0,1,0,4,0,Validation
2006,coninje01,1700000,157,121,3235,543,35,4,48,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,142,0,489,54,131,26,4,10,66,3,2,40,65,4,4,1,5,13,0,Training
2007,coninje01,2000000,72,57,1577,471,23,5,56,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,101,0,256,25,65,13,1,6,37,4,0,27,36,2,0,2,7,5,0,Training
2016,conlead01,512500,25,25,400,4,15,1,0,0,0,0,0,0,8,6,25,25,0,0,0,400,125,57,13,62,124,0.25,3.85,7,9,11,0,584,0,59,7,3,14,25,0,41,4,5,0,0,0,3,0,0,1,22,0,0,4,1,1,0,Validation
2010,conrabr01,400000,46,24,770,19,61,8,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,156,31,39,11,1,8,33,5,1,16,45,0,1,4,0,0,0,Training
2011,conrabr01,427250,19,12,309,17,26,1,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,103,11,23,5,0,4,13,2,0,15,41,2,1,2,1,0,0,Training
2012,constjo01,480000,25,20,546,41,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,76,8,19,2,0,0,4,5,2,8,21,2,0,2,0,0,0,Training
2006,contrjo01,9500000,30,30,588,8,21,2,1,0,0,0,0,0,13,9,30,30,1,1,0,588,194,93,20,55,134,0.256,4.27,4,16,10,0,833,0,101,2,8,12,30,0,4,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,Training
2007,contrjo01,9000000,32,30,567,5,22,6,2,0,0,0,0,0,10,17,32,30,2,2,0,567,232,117,21,62,113,0.304,5.57,1,3,15,0,858,2,134,8,10,19,32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2008,contrjo01,10000000,20,20,363,5,14,0,1,0,0,0,0,0,7,6,20,20,1,0,0,363,130,61,12,35,70,0.272,4.54,0,6,3,0,522,0,64,4,2,10,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2009,contrjo01,10000000,28,23,395,4,17,4,1,0,0,0,0,0,6,13,28,23,0,0,0,395,141,72,13,53,106,0.2875,3.505,4,8,6,0,589,0,86,10,2,11,28,0,9,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,Training
2010,contrjo01,1500000,67,0,170,1,7,0,0,0,0,0,0,0,6,4,67,0,0,0,4,170,53,21,5,16,57,0.255,3.34,2,0,4,0,233,21,22,4,1,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,contrjo01,2500000,17,0,42,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,42,11,6,0,8,13,0.22,3.86,0,0,1,0,60,8,6,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,contrjo01,2500000,17,0,41,1,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,41,13,8,1,3,15,0.255,5.27,0,0,1,0,56,3,10,0,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,cookaa01,1250000,32,32,638,22,45,2,4,0,0,0,0,0,9,15,32,32,0,0,0,638,242,100,17,55,92,0.288,4.23,11,2,7,0,915,0,107,8,5,28,32,0,58,1,3,0,0,0,0,0,0,4,21,0,0,13,0,0,0,Training
2007,cookaa01,3100000,25,25,498,13,34,0,1,0,0,0,0,0,8,7,25,25,2,0,0,498,178,76,15,44,61,0.279,4.12,6,0,6,0,698,0,87,6,3,27,25,0,42,8,10,3,0,0,1,0,0,4,14,0,1,13,0,1,0,Training
2008,cookaa01,5125000,32,32,634,15,43,2,4,0,0,0,0,0,16,9,32,32,2,1,0,634,236,93,13,48,96,0.287,3.96,2,6,4,0,886,0,102,9,4,29,37,0,60,1,14,1,0,0,4,0,0,2,21,0,0,16,0,0,0,Training
2009,cookaa01,9375000,27,27,474,19,35,4,4,0,0,0,0,0,11,6,27,27,1,1,0,474,175,73,19,47,78,0.284,4.16,2,2,2,0,675,0,76,3,6,19,28,0,44,3,5,1,0,0,6,0,0,7,14,0,1,5,1,0,0,Training
2010,cookaa01,9625000,23,23,383,6,18,1,2,0,0,0,0,0,6,8,23,23,2,0,0,383,147,72,11,52,62,0.29,5.08,4,3,4,1,572,0,77,3,6,18,28,0,40,5,6,2,0,0,1,0,0,0,17,0,0,5,0,0,0,Training
2011,cookaa01,9875000,18,17,291,14,26,3,4,0,0,0,0,0,3,10,18,17,0,0,0,291,127,65,9,37,48,0.326,6.03,5,3,5,0,441,0,67,1,8,14,23,0,34,1,5,0,0,0,2,0,0,0,11,0,0,1,0,0,0,Training
2012,cookry01,480000,71,0,220,7,6,0,2,0,0,0,0,0,6,2,71,0,0,0,14,220,42,17,4,27,80,0.166,2.09,4,4,4,0,288,23,18,3,1,7,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2013,cookry01,505000,71,0,202,4,8,0,1,0,0,0,0,0,6,4,71,0,0,0,2,202,62,19,2,25,67,0.238,2.54,1,7,4,0,294,13,22,0,4,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,cookry01,505000,54,0,150,3,8,0,1,0,0,0,0,0,1,3,54,0,0,0,1,150,32,19,3,22,50,0.184,3.42,1,3,2,0,202,15,19,2,2,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2015,cookry01,1400000,9,0,26,0,0,1,0,0,0,0,0,0,0,2,9,0,0,0,0,26,20,18,4,7,6,0.4155,18.69,0,1,0,0,54,1,19,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,cookry01,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
2006,coraal01,1400000,92,61,1740,87,198,7,55,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,235,31,56,7,2,1,18,6,2,19,29,1,6,4,0,4,0,Training
2007,coraal01,2000000,81,52,1508,93,164,5,38,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,207,30,51,10,5,3,18,1,1,7,23,2,9,7,2,5,0,Training
2008,coraal01,2000000,76,41,1263,80,150,6,42,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,152,14,41,8,2,0,9,1,1,16,13,1,9,1,1,3,0,Training
2009,coraal01,2000000,76,67,1796,144,180,8,43,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,271,31,68,11,1,1,18,8,3,25,28,1,3,8,1,2,0,Training
2010,coraal01,1850000,58,43,1193,97,96,2,35,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,176,14,37,6,3,0,20,4,1,10,16,1,4,2,2,4,0,Training
2011,coraal01,900000,61,34,969,49,88,4,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,156,12,35,6,1,0,6,2,0,12,23,0,2,1,1,4,0,Training
2013,corbipa01,494000,32,32,625,10,40,2,2,0,0,0,0,0,14,8,32,32,3,0,0,625,189,79,19,54,178,0.24,3.41,1,13,9,0,860,0,81,8,1,10,33,0,65,8,8,4,0,0,3,0,0,2,23,0,1,5,0,0,0,Training
2015,corbipa01,524000,16,16,255,2,18,1,2,0,0,0,0,0,6,5,16,16,0,0,0,255,91,34,9,17,78,0.272,3.6,0,4,2,0,357,0,34,2,1,7,16,0,25,1,3,0,0,0,3,0,0,3,11,0,0,1,0,1,0,Training
2016,corbipa01,2525000,36,24,467,3,17,1,0,0,0,0,0,0,5,13,36,24,0,0,1,467,177,89,24,66,131,0.286,5.15,2,9,5,0,701,6,109,6,5,15,38,0,49,7,15,3,1,0,4,0,1,1,14,0,0,3,0,0,0,Validation
2009,corcoro01,413000,16,0,57,0,2,0,1,0,0,0,0,0,2,0,16,0,0,0,0,57,25,13,2,17,6,0.357,6.16,0,0,1,0,91,2,13,1,2,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,cordech01,525000,68,0,220,2,11,1,0,0,0,0,0,0,7,4,68,0,0,0,29,220,59,26,13,22,69,0.215,3.19,5,0,3,0,307,59,27,6,2,1,68,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2007,cordech01,4150000,76,0,225,0,3,0,0,0,0,0,0,0,3,3,76,0,0,0,37,225,75,28,8,29,62,0.26,3.36,3,5,0,1,321,59,31,2,1,7,76,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2008,cordech01,6200000,6,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,6,1,0,3,5,0.316,2.08,1,1,0,0,22,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,cordefr01,4125000,77,0,226,5,6,0,1,0,0,0,0,0,10,5,77,0,0,0,22,226,69,31,7,32,84,0.239,3.25,2,4,3,0,322,47,32,3,5,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,cordefr01,5425000,66,0,190,2,6,0,1,0,0,0,0,0,0,4,66,0,0,0,44,190,52,21,4,18,86,0.218,2.98,1,2,1,0,261,58,23,2,1,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2008,cordefr01,8625000,72,0,211,1,6,1,0,0,0,0,0,0,5,4,72,0,0,0,34,211,61,26,6,38,78,0.235,3.33,3,3,3,0,307,63,28,3,3,5,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Training
2009,cordefr01,12125000,68,0,200,5,8,0,1,0,0,0,0,0,2,6,68,0,0,0,39,200,58,16,2,30,58,0.243,2.16,2,3,0,0,276,59,21,3,4,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,cordefr01,12125000,75,0,218,1,10,1,0,0,0,0,0,0,6,5,75,0,0,0,40,218,68,31,5,36,59,0.246,3.84,1,2,2,0,316,64,32,1,1,7,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,cordefr01,12125000,68,0,209,8,8,1,2,0,0,0,0,0,5,3,68,0,0,0,37,209,49,19,6,22,42,0.198,2.45,0,4,3,1,274,63,20,1,1,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,cordefr01,4500000,47,0,118,2,5,0,0,0,0,0,0,0,3,8,47,0,0,0,2,118,61,33,9,18,31,0.4105,12.785,4,5,2,0,192,18,35,4,0,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2008,coreybr01,405000,46,0,135,6,4,1,0,0,0,0,0,0,1,3,46,0,0,0,0,135,53,34,8,12,22,0.33999999999999997,8.365,4,2,0,1,198,10,34,3,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,cormila01,345000,29,9,221,3,8,0,0,0,0,0,0,0,4,5,29,9,0,0,0,221,90,40,8,39,43,0.314,4.89,7,2,2,0,333,5,44,1,4,13,29,0,12,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,Training
2007,cormila01,405000,10,9,137,3,6,0,1,0,0,0,0,0,2,6,10,9,0,0,0,137,56,36,16,22,27,0.303,7.09,3,4,0,0,210,1,38,3,0,6,10,0,16,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,Training
2009,cormila01,675000,53,0,232,9,16,1,1,0,0,0,0,0,3,3,53,0,0,0,2,232,75,28,6,25,36,0.249,3.26,2,3,1,1,331,11,31,2,2,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,cormila01,1200000,60,0,186,11,6,0,3,0,0,0,0,0,4,3,60,0,0,0,0,186,68,27,7,34,30,0.281,3.92,3,3,0,1,279,17,28,2,1,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,cormila01,1200000,9,0,41,1,5,1,0,0,0,0,0,0,0,1,9,0,0,0,0,41,22,15,4,5,7,0.338,9.88,0,2,0,0,70,8,17,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,cormirh01,2500000,64,0,144,7,13,0,2,0,0,0,0,0,2,3,64,0,0,0,0,144,48,13,5,17,19,0.2875,3.045,3,2,3,0,205,13,13,5,0,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,cormirh01,2250000,6,0,9,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,4,3,1,1,1,0.364,9.0,0,0,1,0,14,1,3,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,corpama01,382000,78,0,234,7,9,0,0,0,0,0,0,0,4,2,78,0,0,0,19,234,63,18,6,20,58,0.224,2.08,3,0,2,0,306,46,20,2,1,11,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2008,corpama01,775000,76,0,239,7,8,0,1,0,0,0,0,0,3,4,76,0,0,0,4,239,93,40,7,23,50,0.296,4.52,4,1,2,0,346,20,41,6,1,10,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,corpama01,750000,35,0,101,2,2,0,0,0,0,0,0,0,1,3,35,0,0,0,1,101,44,22,3,7,24,0.326,5.88,0,0,1,0,146,16,22,2,1,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,corpama01,2750000,56,0,187,4,5,0,0,0,0,0,0,0,3,5,56,0,0,0,10,187,66,32,7,22,47,0.269,4.62,5,1,2,0,274,27,33,2,3,6,56,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,Training
2013,corpoca01,495000,58,51,1351,356,17,6,3,2,0,31,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,191,16,43,5,0,7,20,0,0,10,60,1,7,1,1,3,0,Training
2014,corpoca01,505300,54,48,1295,359,25,3,4,1,0,25,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,170,22,40,6,0,6,19,0,0,14,37,0,3,1,2,3,0,Training
2015,corpoca01,975000,31,30,833,219,11,3,2,3,0,20,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,107,10,19,4,0,3,15,0,0,6,40,0,4,2,2,1,0,Training
2016,correca01,516700,153,152,4067,202,426,14,81,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,153,0,577,76,158,36,3,20,96,13,3,75,139,5,5,0,3,12,0,Validation
2007,correke01,400000,59,8,305,9,8,0,0,0,0,0,0,0,4,7,59,8,0,0,0,305,94,39,9,40,80,0.242,3.45,7,1,2,1,437,9,39,4,3,4,59,0,15,0,1,0,0,0,0,0,0,1,4,0,0,3,0,0,0,Training
2008,correke01,1075000,25,19,330,13,7,1,0,0,0,0,0,0,3,8,25,19,0,0,0,330,141,74,15,47,66,0.31,6.05,3,5,4,0,514,2,80,3,5,8,25,0,27,1,3,0,0,0,2,0,0,1,12,0,0,3,0,0,0,Training
2009,correke01,750000,33,33,594,22,22,2,1,0,0,0,0,0,12,11,33,33,1,1,0,594,194,86,17,64,142,0.259,3.91,6,5,4,1,830,0,92,9,3,14,37,0,55,2,8,1,0,0,0,0,1,2,21,0,0,11,0,1,0,Training
2010,correke01,3600000,28,26,435,13,13,2,0,0,0,0,0,0,10,10,28,26,0,0,0,435,152,87,20,64,115,0.271,5.4,6,3,5,0,641,0,89,6,5,11,28,0,44,4,6,1,0,0,5,0,0,2,20,0,0,6,0,0,0,Training
2011,correke01,4000000,27,26,462,10,23,0,2,0,0,0,0,0,12,11,27,26,1,0,0,462,175,82,24,39,77,0.287,4.79,0,3,2,1,660,1,90,7,2,14,27,0,46,0,4,2,0,0,3,0,0,1,19,0,0,8,0,0,0,Training
2012,correke01,4000000,32,28,513,23,23,1,1,0,0,0,0,0,12,11,32,28,0,0,0,513,176,80,20,46,89,0.267,4.21,2,2,3,0,728,0,89,14,7,12,32,0,47,1,5,0,0,0,0,0,1,0,21,0,0,8,0,0,0,Training
2013,correke01,4500000,31,31,556,18,16,2,1,0,0,0,0,0,9,13,31,31,0,0,0,556,218,86,24,45,101,0.297,4.18,1,2,2,0,792,0,89,6,5,26,32,0,7,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,Training
2014,correke01,5500000,32,26,462,12,19,4,1,0,0,0,0,0,7,17,32,26,0,0,0,462,191,93,20,40,79,0.3105,6.484999999999999,2,7,5,1,687,3,104,2,6,10,32,0,11,1,3,1,0,0,1,0,0,0,3,0,0,0,0,0,0,Training
2006,corteda01,350000,30,0,88,1,5,0,0,0,0,0,0,0,3,1,30,0,0,0,0,88,35,14,3,6,14,0.31,4.3,1,0,1,0,124,16,14,2,2,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,cosarja01,500000,30,30,541,20,29,0,7,0,0,0,0,0,13,11,30,30,0,0,0,541,173,74,9,73,115,0.249,3.4000000000000004,1,7,3,0,766,0,80,3,8,24,30,0,21,1,4,0,0,0,0,0,0,0,7,0,0,3,0,1,0,Training
2015,cosarja01,540000,14,13,209,1,19,0,0,0,0,0,0,0,2,5,14,13,0,0,0,209,63,35,10,33,47,0.243,4.52,1,7,1,0,296,0,35,2,1,6,15,0,17,0,1,0,0,0,1,0,0,0,8,0,0,1,0,0,0,Training
2016,cosarja01,550000,13,13,171,3,16,0,2,0,0,0,0,0,0,4,13,13,0,0,0,171,61,38,4,39,38,0.2675,5.99,2,3,2,0,268,0,41,1,1,11,13,0,16,1,2,0,0,0,0,0,0,0,5,0,0,2,0,0,0,Validation
2006,costash01,327500,65,57,1524,142,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,237,23,65,20,1,3,23,2,0,6,29,2,5,2,2,5,0,Training
2009,costash01,411000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2007,costech01,385000,32,26,749,163,12,0,4,2,0,15,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,129,15,36,3,0,5,22,0,0,4,20,1,2,2,0,1,0,Training
2008,costech01,415000,79,70,1865,495,24,3,6,1,0,44,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,274,28,72,17,0,9,36,0,1,16,51,1,10,3,2,7,0,Training
2009,costech01,460000,71,50,1430,407,18,1,18,3,0,22,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,205,15,46,13,0,2,18,0,0,22,55,1,1,1,1,5,0,Training
2010,costech01,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2006,cotahu01,342000,33,29,727,179,16,0,1,5,0,18,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,100,5,19,1,0,0,5,0,0,8,26,0,0,1,1,3,0,Training
