yearID,playerID,POS,lgID,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR,awardID,Training_Validation
2014,bruceja01,OF,NL,131,128,3409,231,8,5,2,0,0,0,0,0,,Training
2015,bruceja01,OF,NL,150,150,3959,300,11,3,0,0,0,0,0,0,,Training
2016,bruceja01,OF,NL,138,138,3570,265,10,6,3,0,0,0,0,0,,Training
2017,bruceja01,1B,NL,11,10,267,76,6,2,7,0,0,0,0,0,,Training
2017,bruceja01,1B,AL,1,0,6,1,0,0,0,0,0,0,0,0,,Training
2017,bruceja01,OF,NL,92,91,2400,195,3,2,0,0,0,0,0,0,,Training
2017,bruceja01,OF,AL,41,40,1020,56,2,2,0,0,0,0,0,0,,Training
2018,bruceja01,OF,NL,64,62,1616,117,3,2,0,0,0,0,0,0,,Training
2018,bruceja01,1B,NL,21,20,541,150,10,1,14,0,0,0,0,0,,Training
2019,bruceja01,OF,AL,28,26,688,50,4,2,1,0,0,0,0,0,,Training
2019,bruceja01,1B,AL,16,15,357,101,8,2,11,0,0,0,0,0,,Training
2019,bruceja01,OF,NL,31,30,755,55,4,0,1,0,0,0,0,0,,Training
2020,bruceja01,OF,NL,17,14,336,26,2,0,1,0,0,0,0,0,,Training
2020,bruceja01,1B,NL,2,2,39,13,1,0,0,0,0,0,0,0,,Training
2021,bruceja01,1B,AL,10,10,252,55,2,0,5,0,0,0,0,0,,Training
2017,brugmja01,OF,AL,43,40,1043,85,1,2,1,0,0,0,0,0,,Training
2021,bruihju01,P,NL,21,2,56,0,3,0,0,0,0,0,0,0,,Training
2022,bruihju01,P,NL,24,0,71,2,4,1,0,0,0,0,0,0,,Training
2023,bruihju01,P,NL,27,0,84,1,3,0,0,0,0,0,0,0,,Validation
2021,brujavi01,2B,AL,4,4,87,9,7,1,2,0,0,0,0,0,,Training
2021,brujavi01,OF,AL,4,2,62,5,0,0,0,0,0,0,0,0,,Training
2022,brujavi01,2B,AL,31,25,708,46,64,4,18,0,0,0,0,0,,Training
2022,brujavi01,3B,AL,1,0,15,1,1,0,0,0,0,0,0,0,,Training
2022,brujavi01,SS,AL,5,4,109,7,16,0,2,0,0,0,0,0,,Training
2022,brujavi01,OF,AL,21,11,293,20,0,1,0,0,0,0,0,0,,Training
2023,brujavi01,SS,AL,8,4,141,5,6,3,1,0,0,0,0,0,,Validation
2023,brujavi01,OF,AL,6,3,99,11,0,0,0,0,0,0,0,0,,Validation
2023,brujavi01,2B,AL,15,12,327,12,31,1,9,0,0,0,0,0,,Validation
2023,brujavi01,3B,AL,4,1,38,1,5,0,0,0,0,0,0,0,,Validation
2015,bryankr01,3B,NL,144,136,3628,81,249,17,21,0,0,0,0,0,,Training
2015,bryankr01,OF,NL,19,10,294,20,1,0,0,0,0,0,0,0,,Training
2015,bryankr01,1B,NL,1,1,18,2,1,0,0,0,0,0,0,0,,Training
2016,bryankr01,SS,NL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2016,bryankr01,OF,NL,69,48,1360,83,3,1,0,0,0,0,0,0,,Training
2016,bryankr01,3B,NL,107,100,2571,58,187,12,18,0,0,0,0,0,,Training
2016,bryankr01,1B,NL,9,6,166,35,3,0,3,0,0,0,0,0,,Training
2017,bryankr01,3B,NL,144,140,3638,72,260,18,23,0,0,0,0,0,,Training
2017,bryankr01,1B,NL,2,1,30,12,3,0,0,0,0,0,0,0,,Training
2017,bryankr01,OF,NL,9,8,195,18,0,0,0,0,0,0,0,0,,Training
2018,bryankr01,OF,NL,27,18,492,41,0,4,0,0,0,0,0,0,,Training
2018,bryankr01,1B,NL,4,1,39,11,2,0,0,0,0,0,0,0,,Training
2018,bryankr01,3B,NL,86,80,2136,53,158,10,12,0,0,0,0,0,,Training
2019,bryankr01,1B,NL,3,3,81,21,1,0,1,0,0,0,0,0,,Training
2019,bryankr01,3B,NL,115,110,2818,48,186,13,15,0,0,0,0,0,,Training
2019,bryankr01,OF,NL,44,29,821,50,1,2,0,0,0,0,0,0,,Training
2020,bryankr01,3B,NL,27,27,676,15,44,4,4,0,0,0,0,0,,Training
2020,bryankr01,OF,NL,4,4,87,5,1,0,0,0,0,0,0,0,,Training
2020,bryankr01,1B,NL,1,1,27,10,0,0,1,0,0,0,0,0,,Training
2021,bryankr01,3B,NL,55,47,1158,29,76,6,13,0,0,0,0,0,,Training
2021,bryankr01,1B,NL,12,10,276,83,7,1,6,0,0,0,0,0,,Training
2021,bryankr01,SS,NL,1,0,6,0,1,0,0,0,0,0,0,0,,Training
2021,bryankr01,OF,NL,93,81,2088,133,4,2,1,0,0,0,0,0,,Training
2022,bryankr01,OF,NL,30,30,756,42,0,2,0,0,0,0,0,0,,Training
2023,bryankr01,OF,NL,47,47,1212,89,2,3,0,0,0,0,0,0,,Validation
2023,bryankr01,1B,NL,7,7,162,43,4,0,6,0,0,0,0,0,,Validation
2020,bubickr01,P,AL,10,10,150,1,3,0,0,0,0,0,0,0,,Training
2021,bubickr01,P,AL,29,20,390,3,9,1,2,0,0,0,0,0,,Training
2022,bubickr01,P,AL,28,27,387,5,14,2,1,0,0,0,0,0,,Training
2023,bubickr01,P,AL,3,3,48,1,1,0,0,0,0,0,0,0,,Validation
2014,buchada01,P,NL,20,20,353,11,14,3,0,0,0,0,0,0,,Training
2015,buchada01,P,NL,15,15,224,2,5,1,2,0,0,0,0,0,,Training
2014,buchaja01,P,AL,17,2,106,2,6,1,1,0,0,0,0,0,,Training
2015,buchaja01,P,AL,5,0,27,0,1,0,0,0,0,0,0,0,,Training
2016,buchaja01,P,NL,2,1,18,2,0,0,0,0,0,0,0,0,,Training
2017,buchaja01,P,NL,5,0,43,0,3,1,0,0,0,0,0,0,,Training
2013,buchhcl01,P,AL,16,16,325,17,13,2,1,0,0,0,0,0,,Training
2014,buchhcl01,P,AL,28,28,511,20,16,1,1,0,0,0,0,0,,Training
2015,buchhcl01,P,AL,18,18,340,9,6,2,0,0,0,0,0,0,,Training
2016,buchhcl01,P,AL,37,21,418,9,6,1,0,0,0,0,0,0,,Training
2017,buchhcl01,P,NL,2,2,22,0,0,0,0,0,0,0,0,0,,Training
2018,buchhcl01,P,NL,16,17,295,2,9,2,1,0,0,0,0,0,,Training
2019,buchhcl01,P,AL,12,12,177,7,16,0,2,0,0,0,0,0,,Training
2014,buchtry01,P,NL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2016,buchtry01,P,NL,67,0,189,0,5,0,0,0,0,0,0,0,,Training
2017,buchtry01,P,NL,42,0,115,2,2,0,0,0,0,0,0,0,,Training
2017,buchtry01,P,AL,29,0,81,0,2,0,0,0,0,0,0,0,,Training
2018,buchtry01,P,AL,54,0,118,1,6,0,0,0,0,0,0,0,,Training
2019,buchtry01,P,AL,64,0,136,3,6,1,0,0,0,0,0,0,,Training
2020,buchtry01,P,AL,10,0,18,0,0,0,0,0,0,0,0,0,,Training
2021,buchtry01,P,NL,18,0,49,0,3,0,0,0,0,0,0,0,,Training
2013,buckjo01,C,NL,104,101,2768,746,41,4,1,6,0,39,16,0,,Training
2014,buckjo01,C,AL,24,19,522,143,9,1,2,1,0,11,3,0,,Training
2014,buckjo01,1B,AL,1,0,9,3,2,0,0,0,0,0,0,0,,Training
2013,bucknbi02,P,AL,7,2,52,0,1,0,0,0,0,0,0,0,,Training
2014,bucknbi02,P,NL,1,1,17,0,0,0,0,0,0,0,0,0,,Training
2017,buehlwa01,P,NL,8,0,28,2,1,0,1,0,0,0,0,0,,Training
2018,buehlwa01,P,NL,24,23,412,0,16,1,0,0,0,0,0,0,,Training
2019,buehlwa01,P,NL,30,30,547,11,17,0,1,0,0,0,0,0,,Training
2020,buehlwa01,P,NL,8,8,110,3,3,0,0,0,0,0,0,0,,Training
2021,buehlwa01,P,NL,33,33,623,10,25,1,1,0,0,0,0,0,,Training
2022,buehlwa01,P,NL,12,12,195,5,6,0,0,0,0,0,0,0,,Training
2013,buehrma01,P,AL,33,33,611,12,35,2,1,0,0,0,0,0,,Training
2014,buehrma01,P,AL,32,32,606,12,29,1,2,0,0,0,0,0,,Training
2015,buehrma01,P,AL,32,32,596,11,29,3,4,0,0,0,0,0,,Training
2013,buenofr01,P,AL,7,0,25,2,2,0,0,0,0,0,0,0,,Training
2014,buenofr01,P,AL,30,0,97,4,2,0,1,0,0,0,0,0,,Training
2021,bukaujb01,P,NL,21,0,52,0,1,0,0,0,0,0,0,0,,Training
2023,bukaujb01,P,NL,5,0,18,2,1,0,0,0,0,0,0,0,,Validation
2023,bukaujb01,P,AL,1,0,3,1,0,0,0,0,0,0,0,0,,Validation
2013,bumgama01,P,NL,31,31,604,7,33,3,1,0,0,0,0,0,,Training
2014,bumgama01,P,NL,33,33,652,8,26,2,2,0,0,0,0,0,,Training
2015,bumgama01,P,NL,32,32,655,5,19,1,1,0,0,0,0,0,,Training
2016,bumgama01,P,NL,34,34,680,1,21,0,1,0,0,0,0,0,,Training
2017,bumgama01,P,NL,17,17,333,2,10,0,1,0,0,0,0,0,,Training
2018,bumgama01,P,NL,21,21,389,3,13,0,0,0,0,0,0,0,,Training
2019,bumgama01,P,NL,34,34,623,2,19,1,1,0,0,0,0,0,,Training
2020,bumgama01,P,NL,9,9,125,2,3,2,0,0,0,0,0,0,,Training
2021,bumgama01,P,NL,26,26,439,6,13,1,0,0,0,0,0,0,,Training
2022,bumgama01,P,NL,30,30,476,2,11,0,3,0,0,0,0,0,,Training
2023,bumgama01,P,NL,4,4,50,0,3,0,0,0,0,0,0,0,,Validation
2017,bummeaa01,P,AL,30,0,66,1,6,1,1,0,0,0,0,0,,Training
2018,bummeaa01,P,AL,37,0,95,1,2,0,1,0,0,0,0,0,,Training
2019,bummeaa01,P,AL,58,0,203,4,12,1,1,0,0,0,0,0,,Training
2020,bummeaa01,P,AL,9,0,28,0,0,1,0,0,0,0,0,0,,Training
2021,bummeaa01,P,AL,62,0,169,2,9,1,2,0,0,0,0,0,,Training
2022,bummeaa01,P,AL,32,0,80,0,2,0,0,0,0,0,0,0,,Training
2023,bummeaa01,P,AL,61,0,175,7,7,1,0,0,0,0,0,0,,Validation
2016,bundydy01,P,AL,36,14,329,4,8,1,0,0,0,0,0,0,,Training
2017,bundydy01,P,AL,28,28,509,5,12,1,3,0,0,0,0,0,,Training
2018,bundydy01,P,AL,31,31,515,9,10,1,2,0,0,0,0,0,,Training
2019,bundydy01,P,AL,30,30,485,10,8,0,1,0,0,0,0,0,,Training
2020,bundydy01,P,AL,11,11,197,7,6,0,0,0,0,0,0,0,,Training
2021,bundydy01,P,AL,23,19,272,3,6,0,0,0,0,0,0,0,,Training
2022,bundydy01,P,AL,29,29,420,4,6,0,0,0,0,0,0,0,,Training
2015,burawda01,P,AL,1,0,2,0,0,0,0,0,0,0,0,0,,Training
2015,burawda01,P,NL,12,0,37,0,1,0,0,0,0,0,0,0,,Training
2018,burdini01,P,NL,2,0,4,0,0,0,0,0,0,0,0,0,,Training
2019,burdini01,P,NL,11,0,26,0,0,0,0,0,0,0,0,0,,Training
2020,burdini01,P,NL,3,0,7,0,0,0,0,0,0,0,0,0,,Training
2023,burdini01,P,NL,3,0,9,0,0,0,0,0,0,0,0,0,,Validation
2022,burdipe01,OF,NL,31,28,753,46,0,0,0,0,0,0,0,0,,Training
2023,burdipe01,OF,NL,15,8,246,14,0,0,0,0,0,0,0,0,,Validation
2020,burdiza01,P,AL,8,0,22,0,1,0,0,0,0,0,0,0,,Training
2021,burdiza01,P,AL,7,0,30,0,1,0,0,0,0,0,0,0,,Training
2023,burdiza01,P,AL,3,0,12,0,1,0,0,0,0,0,0,0,,Validation
2021,burgeja01,3B,AL,8,7,186,5,9,0,0,0,0,0,0,0,,Training
2022,burgeja01,3B,AL,37,36,978,20,65,6,4,0,0,0,0,0,,Training
2022,burgeja01,2B,AL,3,0,15,1,1,0,1,0,0,0,0,0,,Training
2023,burgeja01,1B,AL,5,2,69,24,0,0,1,0,0,0,0,0,,Validation
2023,burgeja01,3B,NL,49,48,1215,28,92,6,8,0,0,0,0,0,,Validation
2023,burgeja01,3B,AL,53,51,1329,33,73,3,13,0,0,0,0,0,,Validation
2023,burgeja01,2B,AL,5,4,114,5,11,0,2,0,0,0,0,0,,Validation
2015,burgoen02,P,NL,30,0,81,0,2,0,0,0,0,0,0,0,,Training
2016,burgoen02,P,NL,43,0,124,3,5,0,0,0,0,0,0,0,,Training
2013,burgohi01,P,NL,6,6,88,2,4,0,0,0,0,0,0,0,,Training
2019,burkebr01,P,AL,6,6,80,0,5,0,0,0,0,0,0,0,,Training
2022,burkebr01,P,AL,52,0,247,2,8,0,2,0,0,0,0,0,,Training
2023,burkebr01,P,AL,53,0,179,3,3,0,1,0,0,0,0,0,,Validation
2013,burkegr01,P,NL,32,0,95,1,2,0,0,0,0,0,0,0,,Training
2022,burleal01,OF,NL,11,11,216,16,0,0,0,0,0,0,0,0,,Training
2022,burleal01,1B,NL,6,1,84,29,2,0,5,0,0,0,0,0,,Training
2023,burleal01,OF,NL,57,48,1159,76,5,0,0,0,0,0,0,0,,Validation
2023,burleal01,P,NL,2,0,5,0,0,0,0,0,0,0,0,0,,Validation
2023,burleal01,1B,NL,17,12,316,115,9,0,8,0,0,0,0,0,,Validation
2013,burneaj01,P,NL,30,30,573,12,19,2,0,0,0,0,0,0,,Training
2014,burneaj01,P,NL,34,34,641,9,25,1,1,0,0,0,0,0,,Training
2015,burneaj01,P,NL,26,26,492,11,20,3,1,0,0,0,0,0,,Training
2013,burneal01,P,AL,2,0,4,0,0,0,0,0,0,0,0,0,,Training
2013,burneal01,P,NL,1,0,3,1,0,0,0,0,0,0,0,0,,Training
2018,burneco01,P,NL,30,0,114,5,2,1,1,0,0,0,0,0,,Training
2019,burneco01,P,NL,32,4,147,2,10,2,0,0,0,0,0,0,,Training
2020,burneco01,P,NL,12,9,179,2,7,2,0,0,0,0,0,0,,Training
2021,burneco01,P,NL,28,28,501,9,18,1,0,0,0,0,0,0,,Training
2022,burneco01,P,NL,33,33,606,32,17,2,3,0,0,0,0,0,,Training
2023,burneco01,P,NL,32,32,581,29,12,2,2,0,0,0,0,0,,Validation
2013,burnese01,P,AL,13,0,29,1,0,0,0,0,0,0,0,0,,Training
2014,burnese01,P,AL,3,0,2,0,0,0,0,0,0,0,0,0,,Training
2016,burnese01,P,NL,10,0,17,0,3,0,0,0,0,0,0,0,,Training
2016,burnsan01,OF,AL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2016,burnsan01,3B,AL,4,0,27,0,6,0,1,0,0,0,0,0,,Training
2016,burnsan01,1B,AL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2021,burnsan01,2B,NL,3,2,39,0,1,0,0,0,0,0,0,0,,Training
2021,burnsan01,3B,NL,2,0,18,1,1,0,0,0,0,0,0,0,,Training
2021,burnsan01,P,NL,1,0,3,1,0,0,0,0,0,0,0,0,,Training
2021,burnsan01,1B,NL,2,0,15,5,0,0,0,0,0,0,0,0,,Training
2014,burnsbi02,OF,AL,1,1,24,2,0,1,0,0,0,0,0,0,,Training
2015,burnsbi02,OF,AL,125,118,3198,280,2,3,2,0,0,0,0,0,,Training
2016,burnsbi02,OF,AL,87,75,2048,171,4,2,1,0,0,0,0,0,,Training
2017,burnsbi02,OF,AL,5,0,30,2,0,0,0,0,0,0,0,0,,Training
2013,burnsco01,P,AL,10,0,34,0,0,1,0,0,0,0,0,0,,Training
2015,burriem01,2B,NL,1,0,3,0,1,0,0,0,0,0,0,0,,Training
2016,burriem01,OF,NL,3,2,51,2,0,0,0,0,0,0,0,0,,Training
2016,burriem01,2B,NL,5,3,98,5,3,0,1,0,0,0,0,0,,Training
2016,burriem01,1B,NL,2,0,12,6,1,0,0,0,0,0,0,0,,Training
2016,burriem01,SS,NL,3,0,15,0,1,0,0,0,0,0,0,0,,Training
2020,burrobe01,P,AL,5,0,20,1,0,0,0,0,0,0,0,0,,Training
2021,burrobe01,P,AL,6,1,33,0,0,0,0,0,0,0,0,0,,Training
2018,burrry01,P,AL,8,0,29,0,2,0,0,0,0,0,0,0,,Training
2019,burrry01,P,AL,16,1,59,1,3,0,0,0,0,0,0,0,,Training
2021,burrry01,P,AL,34,1,110,2,2,0,1,0,0,0,0,0,,Training
2022,burrry01,P,AL,8,0,27,1,0,1,0,0,0,0,0,0,,Training
2013,burtoja01,P,AL,71,0,198,6,10,1,0,0,0,0,0,0,,Training
2014,burtoja01,P,AL,68,0,192,4,6,0,0,0,0,0,0,0,,Training
2016,buschma01,P,NL,3,0,13,0,0,0,0,0,0,0,0,0,,Training
2023,buschmi02,1B,NL,4,0,30,11,1,0,2,0,0,0,0,0,,Validation
2023,buschmi02,2B,NL,1,1,27,4,2,0,1,0,0,0,0,0,,Validation
2023,buschmi02,3B,NL,13,10,297,7,16,4,3,0,0,0,0,0,,Validation
2023,buschmi02,OF,NL,1,0,3,0,0,0,0,0,0,0,0,0,,Validation
2017,busenal01,P,AL,28,0,95,0,2,1,0,0,0,0,0,0,,Training
2018,busenal01,P,AL,23,0,76,3,2,0,0,0,0,0,0,0,,Training
2023,busenal01,P,NL,6,0,21,2,0,0,0,0,0,0,0,0,,Validation
2013,bushda01,P,AL,1,0,9,0,0,0,0,0,0,0,0,0,,Training
2016,bushma01,P,AL,58,0,185,4,14,0,0,0,0,0,0,0,,Training
2017,bushma01,P,AL,57,0,157,6,4,1,1,0,0,0,0,0,,Training
2018,bushma01,P,AL,21,0,69,3,0,1,0,0,0,0,0,0,,Training
2021,bushma01,P,AL,4,0,12,0,0,0,0,0,0,0,0,0,,Training
2022,bushma01,P,AL,40,5,110,2,5,2,1,0,0,0,0,0,,Training
2022,bushma01,P,NL,25,1,69,3,1,0,0,0,0,0,0,0,,Training
2023,bushma01,P,NL,12,0,31,2,1,0,0,0,0,0,0,0,,Validation
2013,bussni01,OF,NL,6,4,126,7,0,0,0,0,0,0,0,0,,Training
2016,bussni01,OF,AL,31,23,630,39,1,0,0,0,0,0,0,0,,Training
2013,buterdr01,C,AL,2,1,27,3,0,0,0,0,0,0,0,0,,Training
2013,buterdr01,C,NL,2,0,18,3,0,0,0,0,0,0,0,0,,Training
2013,buterdr01,1B,NL,2,1,33,15,0,0,1,0,0,0,0,0,,Training
2014,buterdr01,P,NL,2,0,5,0,0,0,0,0,0,0,0,0,,Training
2014,buterdr01,C,NL,57,48,1336,434,30,0,2,9,0,23,11,0,,Training
2014,buterdr01,1B,NL,1,0,9,4,0,1,0,0,0,0,0,0,,Training
2015,buterdr01,C,AL,49,30,848,211,17,4,1,1,0,15,9,0,,Training
2015,buterdr01,1B,AL,8,1,72,18,4,0,0,0,0,0,0,0,,Training
2016,buterdr01,1B,AL,2,0,6,2,0,0,0,0,0,0,0,0,,Training
2016,buterdr01,P,AL,2,0,4,0,0,0,0,0,0,0,0,0,,Training
2016,buterdr01,C,AL,51,34,976,288,16,6,1,1,0,15,5,0,,Training
2017,buterdr01,C,AL,74,43,1296,397,18,2,2,7,0,27,9,0,,Training
2017,buterdr01,1B,AL,4,0,30,13,1,0,1,0,0,0,0,0,,Training
2018,buterdr01,C,AL,48,41,1129,309,10,2,0,5,0,20,3,0,,Training
2018,buterdr01,C,NL,6,5,120,45,4,0,1,0,0,5,2,0,,Training
2018,buterdr01,1B,AL,2,2,54,14,3,0,2,0,0,0,0,0,,Training
2018,buterdr01,P,AL,1,0,1,0,0,0,0,0,0,0,0,0,,Training
2018,buterdr01,1B,NL,4,0,12,6,1,0,1,0,0,0,0,0,,Training
2019,buterdr01,C,NL,14,13,329,99,6,0,0,0,0,4,2,0,,Training
2019,buterdr01,1B,NL,3,0,25,7,1,0,0,0,0,0,0,0,,Training
2020,buterdr01,1B,NL,5,0,21,3,0,0,1,0,0,0,0,0,,Training
2020,buterdr01,P,NL,1,0,5,0,2,0,0,0,0,0,0,0,,Training
2020,buterdr01,C,NL,25,12,350,91,3,0,1,1,0,5,2,0,,Training
2021,buterdr01,C,AL,12,12,294,99,2,0,0,3,0,1,1,0,,Training
2013,butlebi03,1B,AL,7,7,159,56,0,0,4,0,0,0,0,0,,Training
2014,butlebi03,1B,AL,37,35,930,272,24,2,26,0,0,0,0,0,,Training
2015,butlebi03,1B,AL,7,7,171,49,7,0,4,0,0,0,0,0,,Training
2016,butlebi03,1B,AL,25,17,390,113,9,3,10,0,0,0,0,0,,Training
2014,butleda01,C,AL,7,5,147,41,2,1,0,2,0,3,0,0,,Training
2018,butleda01,C,AL,2,2,45,7,1,0,0,1,0,2,3,0,,Training
2014,butleed01,P,NL,3,3,48,0,4,0,0,0,0,0,0,0,,Training
2015,butleed01,P,NL,16,16,238,10,15,4,2,0,0,0,0,0,,Training
2016,butleed01,P,NL,17,9,192,3,4,2,0,0,0,0,0,0,,Training
2017,butleed01,P,NL,13,11,164,7,10,0,1,0,0,0,0,0,,Training
2018,butleed01,P,NL,8,0,53,1,4,0,1,0,0,0,0,0,,Training
2018,butleed01,P,AL,22,0,96,3,3,0,0,0,0,0,0,0,,Training
2013,butlejo04,OF,AL,5,3,63,3,0,0,0,0,0,0,0,0,,Training
2014,butlejo04,OF,NL,1,0,14,1,0,0,0,0,0,0,0,0,,Training
2015,butlejo04,OF,AL,34,24,649,55,1,1,0,0,0,0,0,0,,Training
2013,butleke01,P,NL,16,0,60,2,1,0,0,0,0,0,0,0,,Training
2014,butleke01,P,NL,2,0,6,0,0,0,0,0,0,0,0,0,,Training
2023,butlela01,OF,AL,43,33,887,82,1,0,1,0,0,0,0,0,,Validation
2022,buttojo01,P,NL,1,1,12,0,0,0,0,0,0,0,0,0,,Training
2023,buttojo01,P,NL,9,7,126,4,2,0,0,0,0,0,0,0,,Validation
2018,buttrty01,P,AL,16,0,49,2,3,0,0,0,0,0,0,0,,Training
2019,buttrty01,P,AL,72,0,217,4,5,0,1,0,0,0,0,0,,Training
2020,buttrty01,P,AL,27,0,79,2,1,0,0,0,0,0,0,0,,Training
2015,buxtoby01,OF,AL,44,35,981,115,2,0,0,0,0,0,0,0,,Training
2016,buxtoby01,OF,AL,92,88,2321,243,2,4,0,0,0,0,0,0,,Training
2017,buxtoby01,OF,AL,137,131,3429,389,6,5,1,0,0,0,0,0,Gold Glove,Training
2018,buxtoby01,OF,AL,27,26,696,69,1,0,0,0,0,0,0,0,,Training
2019,buxtoby01,OF,AL,86,78,2076,217,5,2,2,0,0,0,0,0,,Training
2020,buxtoby01,OF,AL,39,35,940,104,1,0,0,0,0,0,0,0,,Training
2021,buxtoby01,OF,AL,60,59,1529,179,0,1,0,0,0,0,0,0,,Training
2022,buxtoby01,OF,AL,58,52,1336,133,3,0,2,0,0,0,0,0,,Training
2013,byrdati01,P,NL,8,0,14,0,0,0,0,0,0,0,0,0,,Training
2013,byrdma01,OF,NL,141,133,3600,240,10,5,3,0,0,0,0,0,,Training
2014,byrdma01,OF,NL,149,147,4012,329,6,6,1,0,0,0,0,0,,Training
2015,byrdma01,OF,NL,129,126,3373,241,4,0,0,0,0,0,0,0,,Training
2016,byrdma01,OF,AL,31,30,764,42,3,0,1,0,0,0,0,0,,Training
2023,cabaljo01,2B,AL,64,53,1401,84,152,4,36,0,0,0,0,0,,Validation
2023,cabaljo01,SS,AL,21,13,397,23,47,2,14,0,0,0,0,0,,Validation
2023,cabaljo01,3B,AL,9,4,129,1,6,0,1,0,0,0,0,0,,Validation
2023,cabaljo01,OF,AL,1,0,6,0,0,0,0,0,0,0,0,0,,Validation
2023,cabbatr01,1B,AL,9,8,186,53,6,1,6,0,0,0,0,0,,Validation
2023,cabbatr01,OF,AL,11,7,180,14,0,0,0,0,0,0,0,0,,Validation
2013,cabrace01,P,AL,8,0,11,0,0,0,0,0,0,0,0,0,,Training
2014,cabrace01,P,AL,4,0,3,0,0,0,0,0,0,0,0,0,,Training
2015,cabrace01,P,AL,2,0,3,0,0,0,0,0,0,0,0,0,,Training
2013,cabreal03,P,NL,7,0,18,1,2,0,0,0,0,0,0,0,,Training
2013,cabreas01,SS,AL,129,128,3299,180,314,9,70,0,0,0,0,0,,Training
2014,cabreas01,SS,AL,92,92,2462,115,254,14,57,0,0,0,0,0,,Training
2014,cabreas01,SS,NL,1,0,9,0,1,0,0,0,0,0,0,0,,Training
2014,cabreas01,2B,NL,48,48,1296,73,132,1,29,0,0,0,0,0,,Training
2015,cabreas01,SS,AL,136,131,3423,150,284,9,51,0,0,0,0,0,,Training
2016,cabreas01,SS,NL,135,135,3462,175,329,7,77,0,0,0,0,0,,Training
2017,cabreas01,2B,NL,32,32,823,60,85,0,23,0,0,0,0,0,,Training
2017,cabreas01,3B,NL,44,40,1051,19,62,6,6,0,0,0,0,0,,Training
2017,cabreas01,SS,NL,45,44,1160,49,124,11,31,0,0,0,0,0,,Training
2018,cabreas01,SS,NL,31,25,613,20,59,1,18,0,0,0,0,0,,Training
2018,cabreas01,3B,NL,22,12,360,12,22,0,1,0,0,0,0,0,,Training
2018,cabreas01,2B,NL,92,91,2385,155,203,5,57,0,0,0,0,0,,Training
2019,cabreas01,2B,NL,31,29,744,32,59,0,13,0,0,0,0,0,,Training
2019,cabreas01,1B,NL,3,2,72,19,2,0,2,0,0,0,0,0,,Training
2019,cabreas01,3B,AL,93,90,2379,66,173,7,25,0,0,0,0,0,,Training
2019,cabreas01,3B,NL,5,1,57,0,1,0,0,0,0,0,0,0,,Training
2020,cabreas01,3B,NL,17,17,424,4,27,0,2,0,0,0,0,0,,Training
2020,cabreas01,1B,NL,25,23,596,171,10,1,19,0,0,0,0,0,,Training
2021,cabreas01,3B,NL,65,55,1468,29,96,8,11,0,0,0,0,0,,Training
2021,cabreas01,SS,NL,1,0,3,0,0,0,0,0,0,0,0,0,,Training
2021,cabreas01,P,NL,2,0,4,0,0,0,0,0,0,0,0,0,,Training
2021,cabreas01,1B,NL,19,15,367,102,9,1,11,0,0,0,0,0,,Training
2021,cabreed02,P,NL,7,7,79,0,3,0,1,0,0,0,0,0,,Training
2022,cabreed02,P,NL,14,14,215,6,4,0,2,0,0,0,0,0,,Training
2023,cabreed02,P,NL,22,20,299,4,7,1,1,0,0,0,0,0,,Validation
2013,cabreev01,SS,NL,95,95,2543,143,298,6,59,0,0,0,0,0,,Training
2014,cabreev01,SS,NL,90,90,2412,126,254,13,47,0,0,0,0,0,,Training
2015,cabreev01,SS,AL,27,26,673,22,62,3,9,0,0,0,0,0,,Training
2015,cabreev01,2B,AL,2,2,48,4,5,0,0,0,0,0,0,0,,Training
2019,cabrege01,P,NL,13,2,61,0,3,0,0,0,0,0,0,0,,Training
2020,cabrege01,P,NL,19,0,67,0,0,0,0,0,0,0,0,0,,Training
2021,cabrege01,P,NL,71,0,210,6,4,0,1,0,0,0,0,0,,Training
2022,cabrege01,P,NL,39,0,134,3,11,0,0,0,0,0,0,0,,Training
2023,cabrege01,P,AL,29,0,71,1,0,0,0,0,0,0,0,0,,Validation
2023,cabrege01,P,NL,32,0,96,4,3,0,1,0,0,0,0,0,,Validation
2016,cabrema01,P,NL,41,0,115,4,6,0,0,0,0,0,0,0,,Training
2013,cabreme01,OF,AL,77,76,1862,126,3,1,0,0,0,0,0,0,,Training
2014,cabreme01,OF,AL,136,135,3521,240,13,2,3,0,0,0,0,0,,Training
2015,cabreme01,OF,AL,150,150,3974,220,8,5,0,0,0,0,0,0,,Training
2016,cabreme01,OF,AL,147,147,3879,232,12,3,0,0,0,0,0,0,,Training
2017,cabreme01,OF,AL,146,146,3680,237,12,2,0,0,0,0,0,0,,Training
2018,cabreme01,OF,AL,71,69,1500,99,4,0,1,0,0,0,0,0,,Training
2019,cabreme01,OF,NL,97,80,2048,113,5,1,1,0,0,0,0,0,,Training
2013,cabremi01,3B,AL,145,146,3704,87,184,12,24,0,0,0,0,0,,Training
2014,cabremi01,1B,AL,126,125,3250,978,98,5,100,0,0,0,0,0,,Training
